422	8.4541e-05	5.2334e-05	3.6546e-03
423	8.7917e-05	6.3879e-05	3.3569e-03
424	7.6926e-05	1.2874e-04	3.3461e-03
425	6.0962e-05	8.1811e-05	3.5215e-03
426	5.2238e-05	4.5853e-05	3.6217e-03
427	5.0021e-05	4.0042e-05	3.9300e-03
428	5.1891e-05	4.5639e-05	4.0043e-03
429	4.7519e-05	8.3758e-05	4.1621e-03
430	4.6401e-05	8.8229e-05	4.0409e-03
431	6.1716e-05	1.6440e-04	4.0453e-03
432	4.0800e-05	1.6783e-04	3.8588e-03
433	8.4726e-05	2.5289e-04	3.7597e-03
434	6.7104e-05	1.2633e-04	3.7282e-03
435	4.7566e-05	7.9196e-05	3.5394e-03
436	5.9662e-05	4.2160e-05	3.5831e-03
437	6.2267e-05	5.6843e-05	3.4345e-03
438	5.7754e-05	9.0510e-05	3.5108e-03
439	4.6528e-05	7.7411e-05	3.6526e-03
440	4.3221e-05	7.0302e-05	3.8052e-03
441	4.2435e-05	4.7009e-05	3.9863e-03
442	4.1724e-05	4.9131e-05	4.0681e-03
443	4.1118e-05	4.0457e-05	4.0478e-03
444	4.0362e-05	5.4038e-05	4.0728e-03
445	4.1516e-05	7.3516e-05	3.9059e-03
446	6.8275e-05	1.4530e-04	3.9736e-03
447	3.8133e-05	2.3743e-04	3.8048e-03
448	1.9931e-04	4.4582e-04	3.6400e-03
449	1.3327e-04	1.6707e-04	3.5901e-03
450	7.8742e-05	6.2682e-05	3.2183e-03
451	8.7394e-05	7.8081e-05	3.1893e-03
452	6.6762e-05	1.1759e-04	3.1425e-03
453	6.1843e-05	1.0662e-04	3.2402e-03
454	7.5632e-05	4.9070e-05	3.6444e-03
455	7.9433e-05	6.9619e-05	3.6595e-03
456	6.3759e-05	1.4877e-04	3.8591e-03
457	5.1778e-05	7.7514e-05	4.0221e-03
458	5.0225e-05	7.5679e-05	3.9590e-03
459	4.6258e-05	3.8999e-05	3.9436e-03
460	4.5013e-05	3.5640e-05	3.8257e-03
461	4.0614e-05	3.1839e-05	3.8027e-03
462	3.9000e-05	3.0757e-05	3.8045e-03
463	3.8372e-05	3.0308e-05	3.8648e-03
464	3.7874e-05	3.0498e-05	3.9007e-03
465	3.8332e-05	3.0986e-05	3.9557e-03
466	3.7976e-05	3.5559e-05	3.9108e-03
467	4.2431e-05	4.5729e-05	3.9958e-03
468	4.2077e-05	9.7540e-05	3.8416e-03
469	1.2483e-04	2.3526e-04	3.8839e-03
470	3.5255e-05	4.1565e-04	3.7828e-03
471	4.0716e-04	7.4259e-04	3.4811e-03
472	3.8611e-04	8.9930e-05	3.4816e-03
473	4.3243e-04	4.1504e-04	2.4987e-03
474	3.2371e-04	5.3697e-04	3.0489e-03
475	1.0301e-03	3.0565e-04	1.9450e-03
